id;category;lv;srl;src;img;audio;ru;en;sr-ex;ru-ex;en-ex
402;city;1;Između;Између;assets/images/words/izmedju.png;assets/sounds/words/izmedju.wav;Между;Between;Kuća je između zgrada. Sedim između njih. Grad je između reka.;Дом между зданиями. Я сижу между ними. Город между реками.;The house is between buildings. I'm sitting between them. The city is between rivers.
403;city;1;Iznad;Изнад;assets/images/words/iznad.png;assets/sounds/words/iznad.wav;Над;Above;Ptica leti iznad krova. Stan iznad nas prazan. Oblaci su iznad grada.;Птица летит над крышей. Квартира над нами пустая. Облака над городом.;The bird is flying above the roof. The apartment above us is empty. The clouds are above the city.
404;city;1;Levo;Лево;assets/images/words/levo.png;assets/sounds/words/levo.wav;Налево;Left;Skrenite levo na uglu. Kuća je odmah levo. Idi pravo pa levo.;Поверните налево на углу. Дом сразу слева. Иди прямо, потом налево.;Turn left at the corner. The house is right there on the left. Go straight then left.
405;city;1;Luka;Лука;assets/images/words/luka.png;assets/sounds/words/luka.wav;Порт;Port / harbor;Brod je stigao danas. Luka je puna brodova. Radim u luci.;Корабль прибыл сегодня. Порт полон кораблей. Я работаю в порту.;The ship arrived today. The harbor is full of ships. I work at the port.
406;city;1;Most;Мост;assets/images/words/most.png;assets/sounds/words/most.wav;Мост;Bridge;Prešli smo most peške. Most je danas zatvoren. Ovaj most je star.;Мы перешли мост пешком. Мост сегодня закрыт. Этот мост старый.;We crossed the bridge on foot. The bridge is closed today. This bridge is old.
407;city;1;Muzej;Музеј;assets/images/words/muzej.png;assets/sounds/words/muzej.wav;Музей;Museum;Posetili smo muzej juče. Muzej je besplatan nedeljom. Muzej ima zanimljivu izložbu.;Мы посетили музей вчера. Музей бесплатный по воскресеньям. В музее интересная выставка.;We visited the museum yesterday. The museum is free on Sundays. The museum has an interesting exhibit.
408;city;1;Ovde;Овде;assets/images/words/ovde.png;assets/sounds/words/ovde.wav;Здесь;Here;Ovde je moja kuća. Sačekaj me ovde. Ovde nema mesta.;Здесь мой дом. Подожди меня здесь. Здесь нет места.;My house is here. Wait for me here. There's no room here.
409;city;1;Park;Парк;assets/images/words/park.png;assets/sounds/words/park.wav;Парк;Park;Šetamo po parku. Park je pun dece. Park je pored reke.;Мы гуляем по парку. Парк полон детей. Парк рядом с рекой.;We're walking in the park. The park is full of children. The park is by the river.
410;city;1;Plaža;Плажа;assets/images/words/plaza.png;assets/sounds/words/plaza.wav;Пляж;Beach;Idemo na plažu sutra. Plaža je puna turista. Voda na plaži čista.;Завтра мы идём на пляж. Пляж полон туристов. Вода на пляже чистая.;We're going to the beach tomorrow. The beach is full of tourists. The water at the beach is clean.
411;city;2;Pored;Поред;assets/images/words/pored.png;assets/sounds/words/pored.wav;Рядом;Next to;Sedi pored mene. Prodavnica je pored banke. Parkirao sam pored ulaza.;Сядь рядом со мной. Магазин рядом с банком. Я припарковался рядом со входом.;Sit next to me. The store is next to the bank. I parked next to the entrance.
412;city;2;Pozorište;Позориште;assets/images/words/pozoriste.png;assets/sounds/words/pozoriste.wav;Театр;Theater;Predstava je u pozorištu. Pozorište je puno večeras. Kupio sam kartu za pozorište.;Спектакль в театре. Сегодня вечером театр полон. Я купил билет в театр.;The play is at the theater. The theater is full tonight. I bought a theater ticket.
413;city;2;Pošta;Пошта;assets/images/words/posta.png;assets/sounds/words/posta.wav;Почта;Post office;Idem u poštu da pošaljem paket. Pošta radi do šest. Pošta je zatvorena danas.;Я иду на почту отправить посылку. Почта работает до шести. Почта сегодня закрыта.;I'm going to the post office to send a package. The post office is open until six. The post office is closed today.
414;city;2;Pravo;Право;assets/images/words/pravo.png;assets/sounds/words/pravo.wav;Прямо;Straight;Idite pravo do kraja ulice. Nastavite pravo. Kuća je pravo napred.;Идите прямо до конца улицы. Продолжайте прямо. Дом прямо впереди.;Go straight to the end of the street. Continue straight. The house is straight ahead.
415;city;2;Raskrsnica;Раскрсница;assets/images/words/raskrsnica.png;assets/sounds/words/raskrsnica.wav;Перекрёсток;Intersection;Skrenite na sledećoj raskrsnici. Raskrsnica je opasna noću. Nesreća se desila na raskrsnici.;Поверните на следующем перекрёстке. Перекрёсток опасен ночью. Авария произошла на перекрёстке.;Turn at the next intersection. The intersection is dangerous at night. The accident happened at the intersection.
416;city;2;Reka;Река;assets/images/words/reka.png;assets/sounds/words/reka.wav;Река;River;Reka protiče kroz grad. Kuća je pored reke. Reka je duboka ovde.;Река протекает через город. Дом рядом с рекой. Здесь река глубокая.;The river flows through the city. The house is by the river. The river is deep here.
417;city;2;Restoran;Ресторан;assets/images/words/restoran.png;assets/sounds/words/restoran.wav;Ресторан;Restaurant;Večerali smo u restoranu. Restoran je popularan kod turista. Restoran je rezervisan za večeras.;Мы поужинали в ресторане. Ресторан популярен у туристов. Ресторан забронирован на сегодняшний вечер.;We had dinner at the restaurant. The restaurant is popular with tourists. The restaurant is booked for tonight.
418;city;2;Tamo;Тамо;assets/images/words/tamo.png;assets/sounds/words/tamo.wav;Там;There;Tamo je moja kuća. Idi tamo i sačekaj me. Tamo nema nikoga.;Там мой дом. Иди туда и подожди меня. Там никого нет.;My house is there. Go there and wait for me. There's no one there.
419;city;2;Trg;Трг;assets/images/words/trg.png;assets/sounds/words/trg.wav;Городская площадь;Square;Trg je pun ljudi. Sastanimo se na trgu. Trg je u centru grada.;Площадь полна людей. Встретимся на площади. Площадь в центре города.;The square is full of people. Let's meet at the square. The square is in the city center.
420;city;2;Predgrađe;Предграђе;assets/images/words/predgradje.png;assets/sounds/words/predgradje.wav;Пригород;Suburb;Živim u predgrađu. Predgrađe je mirno mesto. Vozimo se do predgrađa.;Я живу в пригороде. Пригород — спокойное место. Мы едем в пригород.;I live in the suburbs. The suburb is a quiet place. We're driving to the suburb.
421;city;2;Varoš;Варош;assets/images/words/varos.png;assets/sounds/words/varos.wav;Городок;Town;Odrastao je u maloj varoši. Ova varoš ima dugu istoriju. Preselili smo se iz sela u varoš.;Он вырос в маленьком городке. У этого городка долгая история. Мы переехали из деревни в город.;He grew up in a small town. This town has a long history. We moved from the village to the town.
422;city;2;Groblje;Гробље;assets/images/words/groblje.png;assets/sounds/words/groblje.wav;Кладбище;Cemetery;Groblje je van grada. Posetili smo groblje. Groblje je mirno mesto.;Кладбище за городом. Мы посетили кладбище. Кладбище — тихое место.;The cemetery is outside the city. We visited the cemetery. The cemetery is a quiet place.
423;city;2;Škverić;Шкверић;assets/images/words/skveric.png;assets/sounds/words/skveric.wav;Скверик;Small square / park;Sedeli smo u škveriću. Škverić je pun dece. Škverić je pored crkve.;Мы сидели в скверике. Скверик полон детей. Скверик рядом с церковью.;We sat in the small square. The little park is full of children. The small square is next to the church.
424;city;2;Fontana;Фонтана;assets/images/words/fontana.png;assets/sounds/words/fontana.wav;Фонтан;Fountain;Fontana radi samo leti. Deca se igraju kod fontane. Fontana je na glavnom trgu.;Фонтан работает только летом. Дети играют у фонтана. Фонтан на главной площади.;The fountain only runs in summer. Children play by the fountain. The fountain is in the main square.
425;city;2;Ćorsokak;Ћорсокак;assets/images/words/corsokak.png;assets/sounds/words/corsokak.wav;Тупик;Dead end;Ova ulica je ćorsokak. Zalutali smo u ćorsokak. Ćorsokak nema izlaza.;Эта улица тупик. Мы попали в тупик. У тупика нет выхода.;This street is a dead end. We wandered into a dead end. There's no way out of the dead end.
426;city;2;Skver;Сквер;assets/images/words/skver.png;assets/sounds/words/skver.wav;Сквер;Square, small park;Deca se igraju na skveru. Skver u centru grada je pun cveća. Sastajemo se na skveru posle posla.;Дети играют в сквере. Сквер в центре города полон цветов. Мы встречаемся в сквере после работы.;Kids are playing in the square. The square in the city center is full of flowers. We're meeting at the square after work.
427;city;2;Nasip;Насип;assets/images/words/nasip.png;assets/sounds/words/nasip.wav;Насыпь;Embankment;Šetamo duž nasipa. Nasip štiti grad od poplave. Nasip je popularno mesto za trčanje.;Мы гуляем вдоль насыпи. Насыпь защищает город от наводнения. Насыпь — популярное место для бега.;We walk along the embankment. The embankment protects the city from flooding. The embankment is a popular place for running.
428;city;2;Kej;Кеј;assets/images/words/kej.png;assets/sounds/words/kej.wav;Набережная;Quay / waterfront;Kej je pun kafića. Šetali smo kejom uveče. Kej pruža lep pogled na reku.;Набережная полна кафе. Мы гуляли по набережной вечером. С набережной открывается красивый вид на реку.;The waterfront is full of cafes. We walked along the waterfront in the evening. The waterfront offers a nice view of the river.
429;city;2;Adresa;Адреса;assets/images/words/adresa.png;assets/sounds/words/adresa.wav;Адрес;Address;Kolika je vaša adresa? Zapisao sam adresu hotela. Adresa je pogrešna.;Какой у вас адрес? Я записал адрес отеля. Адрес неверный.;What is your address? I wrote down the hotel's address. The address is wrong.
430;city;2;Kod;Код;assets/images/words/kod.png;assets/sounds/words/kod.wav;У;At (someone's place);Vidimo se kod tebe. Bio sam kod lekara. Sastanak je kod mene.;Увидимся у тебя. Я был у врача. Встреча у меня.;See you at your place. I was at the doctor's. The meeting is at my place.
431;city;2;Nasuprot;Насупрот;assets/images/words/nasuprot.png;assets/sounds/words/nasuprot.wav;Напротив;Opposite;Škola je nasuprot parku. Sedi nasuprot meni. Prodavnica je nasuprot banke.;Школа напротив парка. Сядь напротив меня. Магазин напротив банка.;The school is opposite the park. Sit opposite me. The store is opposite the bank.
432;city;2;Zona;Зона;assets/images/words/zona.png;assets/sounds/words/zona.wav;Зона;Zone;Ovo je pešačka zona. Zona za parkiranje je plaćena. Živimo u zelenoj zoni grada.;Это пешеходная зона. Зона парковки платная. Мы живём в зелёной зоне города.;This is a pedestrian zone. The parking zone is paid. We live in the green zone of the city.
433;city;2;Pokazati;Показати;assets/images/words/pokazati.png;assets/sounds/words/pokazati.wav;Показать;To show;Možete li mi pokazati put? Pokazao mi je mapu grada. Pokaži mi gde je stanica.;Можете мне показать дорогу? Он показал мне карту города. Покажи мне, где станция.;Can you show me the way? He showed me the city map. Show me where the station is.
434;city;2;Preći;Прећи;assets/images/words/preci.png;assets/sounds/words/preci.wav;Перейти;To cross;Moramo preći ulicu. Pređite most i skrenite levo. Pređi na drugu stranu.;Нам нужно перейти улицу. Перейдите мост и поверните налево. Перейди на другую сторону.;We need to cross the street. Cross the bridge and turn left. Cross to the other side.
435;city;2;Produžiti;Продужити;assets/images/words/produziti.png;assets/sounds/words/produziti.wav;Продолжить;To continue;Produžite pravo do trga. Moramo produžiti dalje. Produžili smo put sledećeg jutra.;Продолжайте прямо до площади. Нам нужно продолжить путь. Мы продолжили путь на следующее утро.;Continue straight to the square. We need to continue on. We continued the journey the next morning.
436;city;2;Proći;Проћи;assets/images/words/proci.png;assets/sounds/words/proci.wav;Пройти;To pass;Prošli smo pored muzeja. Moraš proći kroz park. Prošao sam kraj tebe i nisam te video.;Мы прошли мимо музея. Тебе нужно пройти через парк. Я прошёл мимо тебя и не заметил.;We passed by the museum. You need to pass through the park. I passed by you and didn't notice.
437;city;3;Skrenuti;Скренути;assets/images/words/skrenuti.png;assets/sounds/words/skrenuti.wav;Свернуть;To turn;Skrenite desno na sledećem uglu. Skrenuo sam u pogrešnu ulicu. Skreni levo posle mosta.;Поверните направо на следующем углу. Я свернул не на ту улицу. Сверни налево после моста.;Turn right at the next corner. I turned onto the wrong street. Turn left after the bridge.
438;city;3;Stati;Стати;assets/images/words/stati.png;assets/sounds/words/stati.wav;Остановиться;To stop;Stanite ovde, molim vas. Auto je stao na semaforu. Stao sam da se odmorim.;Остановитесь здесь, пожалуйста. Машина остановилась на светофоре. Я остановился отдохнуть.;Stop here, please. The car stopped at the traffic light. I stopped to rest.
439;city;3;Trotoar;Тротоар;assets/images/words/trotoar.png;assets/sounds/words/trotoar.wav;Тротуар;Sidewalk;Idi po trotoaru, ne po ulici. Trotoar je uzak. Bicikl ne sme na trotoar.;Иди по тротуару, а не по улице. Тротуар узкий. Велосипеду нельзя на тротуар.;Walk on the sidewalk, not the street. The sidewalk is narrow. Bicycles aren't allowed on the sidewalk.
440;city;3;Ugao;Угао;assets/images/words/ugao.png;assets/sounds/words/ugao.wav;Угол;Corner;Sastanimo se na uglu. Prodavnica je na uglu ulice. Sakrio se iza ugla.;Встретимся на углу. Магазин на углу улицы. Он спрятался за углом.;Let's meet at the corner. The store is on the street corner. He hid around the corner.
441;city;3;Naselje;Насеље;assets/images/words/naselje.png;assets/sounds/words/naselje.wav;Посёлок;Settlement;Ovo naselje je novo. Naselje ima svoju školu. Živim u malom naselju.;Этот посёлок новый. В посёлке есть своя школа. Я живу в маленьком посёлке.;This settlement is new. The settlement has its own school. I live in a small settlement.
442;city;3;Blok;Блок;assets/images/words/blok.png;assets/sounds/words/blok.wav;Блок;Block;Živim u susednom bloku zgrada. Prošetajmo još jedan blok. Ovaj stambeni blok je izgrađen prošle godine.;Я живу в соседнем квартале домов. Давай пройдём ещё один квартал. Этот жилой квартал построен в прошлом году.;I live in the next block of buildings. Let's walk one more block. This residential block was built last year.
443;city;3;Sokak;Сокак;assets/images/words/sokak.png;assets/sounds/words/sokak.wav;Переулок;Alley;Živimo u uskom sokaku. Sokak vodi do trga. Sokak je mračan noću.;Мы живём в узком переулке. Переулок ведёт к площади. Переулок тёмный ночью.;We live on a narrow alley. The alley leads to the square. The alley is dark at night.
444;city;3;Bulevar;Булевар;assets/images/words/bulevar.png;assets/sounds/words/bulevar.wav;Бульвар;Boulevard;Šetamo bulevarom uveče. Bulevar je pun drveća. Kuća je na glavnom bulevaru.;Мы гуляем по бульвару вечером. Бульвар полон деревьев. Дом на главном бульваре.;We walk along the boulevard in the evening. The boulevard is lined with trees. The house is on the main boulevard.
445;city;3;Nadvožnjak;Надвожњак;assets/images/words/nadvoznjak.png;assets/sounds/words/nadvoznjak.wav;Эстакада;Overpass;Prešli smo nadvožnjak brzo. Nadvožnjak je zatvoren za popravku. Ispod nadvožnjaka je parking.;Мы быстро проехали по эстакаде. Эстакада закрыта на ремонт. Под эстакадой находится парковка.;We crossed the overpass quickly. The overpass is closed for repairs. There's a parking lot under the overpass.
446;city;3;Podvožnjak;Подвожњак;assets/images/words/podvoznjak.png;assets/sounds/words/podvoznjak.wav;Подземный переход;Underpass;Vozimo kroz podvožnjak. Podvožnjak je nizak za kamione. Podvožnjak je poplavljen posle kiše.;Мы едем через подземный переход. Подземный переход низкий для грузовиков. Подземный переход затопило после дождя.;We're driving through the underpass. The underpass is too low for trucks. The underpass flooded after the rain.
447;city;3;Podzemni;Подземни;assets/images/words/podzemni.png;assets/sounds/words/podzemni.wav;Подземный;Underground;Uzećemo podzemni prolaz do stanice. U gradu postoji podzemna garaža. Podzemni tuneli povezuju zgrade.;Мы пойдём подземным переходом до станции. В городе есть подземный гараж. Подземные тоннели соединяют здания.;We'll take the underground passage to the station. There's an underground garage in the city. Underground tunnels connect the buildings.
448;city;3;Četvrt;Четврт;assets/images/words/cetvrt.png;assets/sounds/words/cetvrt.wav;Район;Quarter, district;Živimo u staroj gradskoj četvrti. Ova četvrt je vrlo mirna. Nova četvrt se brzo razvija.;Мы живём в старом городском квартале. Этот квартал очень спокойный. Новый район быстро развивается.;We live in the old city quarter. This district is very quiet. The new district is developing quickly.
449;city;3;Periferija;Периферија;assets/images/words/periferija.png;assets/sounds/words/periferija.wav;Окраина;Outskirts;Živim na periferiji grada. Periferija je tiša od centra. Fabrika je na periferiji.;Я живу на окраине города. Окраина тише центра. Завод находится на окраине.;I live on the outskirts of the city. The outskirts are quieter than the center. The factory is on the outskirts.
450;city;3;Jezgro;Језгро;assets/images/words/jezgro.png;assets/sounds/words/jezgro.wav;Ядро;Core, nucleus;Staro gradsko jezgro je pod zaštitom. Jezgro grada je puno turista. To je jezgro problema.;Старое городское ядро находится под охраной. Центр города полон туристов. Это ядро проблемы.;The old city core is protected. The city's core is full of tourists. That's the core of the problem.
451;city;3;Panorama;Панорама;assets/images/words/panorama.png;assets/sounds/words/panorama.wav;Панорама;Panorama;Sa vrha brda pruža se prelepa panorama grada. Fotografisali smo panoramu reke. Ova panorama oduzima dah.;С вершины холма открывается прекрасная панорама города. Мы сфотографировали панораму реки. Эта панорама захватывает дух.;From the top of the hill there's a beautiful panorama of the city. We photographed the panorama of the river. This panorama is breathtaking.
452;city;3;Vidikovac;Видиковац;assets/images/words/vidikovac.png;assets/sounds/words/vidikovac.wav;Смотровая;Viewpoint;Vidikovac nudi pogled na ceo grad. Popeli smo se do vidikovca. Vidikovac je popularan kod turista.;Смотровая площадка открывает вид на весь город. Мы поднялись на смотровую площадку. Смотровая площадка популярна у туристов.;The viewpoint offers a view of the whole city. We climbed up to the viewpoint. The viewpoint is popular with tourists.
453;city;3;Tržnica;Тржница;assets/images/words/trznica.png;assets/sounds/words/trznica.wav;Крытый рынок;Marketplace;Idemo na tržnicu da kupimo povrće. Gradska tržnica radi svakog dana. Na tržnici ima svežeg voća.;Идём на рынок купить овощи. Городской рынок работает каждый день. На рынке есть свежие фрукты.;We're going to the market to buy vegetables. The city market is open every day. There's fresh fruit at the market.
454;city;3;Rasveta;Расвета;assets/images/words/rasveta.png;assets/sounds/words/rasveta.wav;Освещение;Lighting;Ulična rasveta se pali uveče. Rasveta u parku je vrlo lepa. Grad je uveo novu LED rasvetu.;Уличное освещение включается вечером. Освещение в парке очень красивое. Город установил новое светодиодное освещение.;Street lighting turns on in the evening. The lighting in the park is very nice. The city installed new LED lighting.
455;city;3;Đubrijera;Ђубријера;assets/images/words/djubrijera.png;assets/sounds/words/djubrijera.wav;Мусорка;Trash bin;Baci to u đubrijeru. Đubrijera je puna. Đubrijera se prazni svakog jutra.;Выбрось это в мусорку. Мусорка полная. Мусорку опустошают каждое утро.;Throw that in the trash bin. The trash bin is full. The trash bin is emptied every morning.
456;city;3;Kanalizacija;Канализација;assets/images/words/kanalizacija.png;assets/sounds/words/kanalizacija.wav;Канализация;Sewage system;Kanalizacija je začepljena. Grad ima staru kanalizaciju. Popravljaju kanalizaciju na ulici.;Канализация засорилась. В городе старая канализация. На улице чинят канализацию.;The sewage system is clogged. The city has an old sewage system. They're fixing the sewage system on the street.
457;city;3;Toranj;Торањ;assets/images/words/toranj.png;assets/sounds/words/toranj.wav;Башня;Tower;Popeli smo se na vrh tornja. Toranj se vidi iz cele varoši. Sat na tornju otkucava svaki sat.;Мы поднялись на вершину башни. Башню видно из всего города. Часы на башне бьют каждый час.;We climbed to the top of the tower. The tower can be seen from the whole town. The clock on the tower chimes every hour.
458;city;3;Sajam;Сајам;assets/images/words/sajam.png;assets/sounds/words/sajam.wav;Ярмарка;Fair;Sajam knjiga je popularan. Idemo na sajam ove nedelje. Sajam traje tri dana.;Книжная ярмарка популярна. На этой неделе мы идём на ярмарку. Ярмарка длится три дня.;The book fair is popular. We're going to the fair this week. The fair lasts three days.
459;city;3;Jednosmeran;Једносмеран;assets/images/words/jednosmeran.png;assets/sounds/words/jednosmeran.wav;Односторонний;One-way;Ovo je jednosmerna ulica. Ne možeš da voziš jednosmernom ulicom u suprotnom pravcu. Kupio sam jednosmernu kartu za voz.;Это улица с односторонним движением. Нельзя ехать по односторонней улице в обратном направлении. Я купил билет в один конец на поезд.;This is a one-way street. You can't drive the wrong way on a one-way street. I bought a one-way train ticket.
460;city;3;Kula;Кула;assets/images/words/kula.png;assets/sounds/words/kula.wav;Крепостная башня;Tower, fortress tower;Beogradska tvrđava ima staru kulu. Popeli smo se na vrh kule. Kula je bila deo srednjovekovnog utvrđenja.;В Белградской крепости есть старая башня. Мы поднялись на вершину башни. Башня была частью средневекового укрепления.;The Belgrade Fortress has an old tower. We climbed to the top of the tower. The tower was part of a medieval fortification.
461;city;3;Rezidencijalni;Резиденцијални;assets/images/words/rezidencijalni.png;assets/sounds/words/rezidencijalni.wav;Жилой;Residential;Ovo je mirna rezidencijalna četvrt. Kupili smo stan u rezidencijalnom kompleksu. Rezidencijalna zona je udaljena od centra.;Это тихий жилой район. Мы купили квартиру в жилом комплексе. Жилая зона находится далеко от центра.;This is a quiet residential neighborhood. We bought an apartment in a residential complex. The residential zone is far from the center.
462;city;3;Prolaz;Пролаз;assets/images/words/prolaz.png;assets/sounds/words/prolaz.wav;Проход;Passage;Uski prolaz vodi do dvorišta. Pešački prolaz je zatvoren zbog radova. Prošli smo kroz tajni prolaz u tvrđavi.;Узкий проход ведёт во двор. Пешеходный проход закрыт из-за ремонта. Мы прошли через тайный проход в крепости.;A narrow passage leads to the courtyard. The pedestrian passage is closed for repairs. We went through a secret passage in the fortress.
463;transport;1;Trolejbus;Тролејбус;assets/images/words/trolejbus.png;assets/sounds/words/trolejbus.wav;Троллейбус;Trolleybus;Trolejbus pet ide centru. Čekam trolejbus na stanici. Trolejbus je pun ujutru.;Троллейбус пять едёт в центр. Я жду троллейбус на остановке. Утром троллейбус переполнен.;Trolleybus five goes downtown. I'm waiting for the trolleybus at the stop. The trolleybus is full in the morning.
464;transport;1;Pešice;Пешице;assets/images/words/pesice.png;assets/sounds/words/pesice.wav;Пешком;On foot / walking;Idem pešice do posla. Pešice je brže. Vratili smo se pešice.;Я иду пешком на работу. Пешком быстрее. Мы вернулись пешком.;I walk to work. On foot is faster. We came back on foot.
465;transport;1;Mapa;Мапа;assets/images/words/mapa.png;assets/sounds/words/mapa.wav;Карта (местности);Map;Pogledaj mapu grada. Mapa pokazuje sve stanice. Nemam mapu sa sobom.;Посмотри на карту города. Карта показывает все станции. У меня нет с собой карты.;Look at the city map. The map shows all the stations. I don't have a map with me.
466;transport;1;Semafor;Семафор;assets/images/words/semafor.png;assets/sounds/words/semafor.wav;Светофор;Traffic light;Sačekaj zeleno na semaforu. Semafor je pokvaren. Skreni desno posle semafora.;Подожди зелёный на светофоре. Светофор сломан. Поверни направо после светофора.;Wait for the green light. The traffic light is broken. Turn right after the traffic light.
467;transport;1;Ulica;Улица;assets/images/words/ulica.png;assets/sounds/words/ulica.wav;Улица;Street;Živim na ovoj ulici. Ulica je danas zatvorena. Pređi ulicu pažljivo.;Я живу на этой улице. Улица сегодня закрыта. Переходи улицу осторожно.;I live on this street. The street is closed today. Cross the street carefully.
468;transport;1;Autobus;Аутобус;assets/images/words/autobus.png;assets/sounds/words/autobus.wav;Автобус;Bus;Autobus kasni deset minuta. Uhvatio sam poslednji autobus. Autobus staje svuda.;Автобус опаздывает на десять минут. Я успел на последний автобус. Автобус останавливается везде.;The bus is ten minutes late. I caught the last bus. The bus stops everywhere.
469;transport;1;Automobil;Аутомобил;assets/images/words/automobil.png;assets/sounds/words/automobil.wav;Автомобиль;Car;Kupio sam nov automobil. Automobil je parkiran napolju. Vozim automobil svaki dan.;Я купил новый автомобиль. Автомобиль припаркован снаружи. Я вожу машину каждый день.;I bought a new car. The car is parked outside. I drive the car every day.
470;transport;1;Avion;Авион;assets/images/words/avion.png;assets/sounds/words/avion.wav;Самолёт;Airplane;Avion poleće u podne. Prvi put letim avionom. Avion je sleteo danas.;Самолёт вылетает в полдень. Я впервые лечу на самолёте. Самолёт приземлился сегодня.;The plane takes off at noon. I'm flying by plane for the first time. The plane landed today.
471;transport;1;Bicikl;Бицикл;assets/images/words/bicikl.png;assets/sounds/words/bicikl.wav;Велосипед;Bicycle;Vozim bicikl svaki vikend. Kupio sam novi bicikl. Bicikl je parkiran napolju.;Я катаюсь на велосипеде каждые выходные. Я купил новый велосипед. Велосипед припаркован снаружи.;I ride my bike every weekend. I bought a new bicycle. The bicycle is parked outside.
472;transport;1;Brod;Брод;assets/images/words/brod.png;assets/sounds/words/brod.wav;Корабль;Ship / boat;Brod plovi ka ostrvu. Ukrcali smo se danas. Brod je veliki, beo.;Корабль плывёт к острову. Мы сели сегодня. Корабль большой, белый.;The ship sails toward the island. We boarded today. The ship is big, white.
473;transport;1;Brz;Брз;assets/images/words/brz.png;assets/sounds/words/brz.wav;Быстрый;Fast;Ovaj voz je brz. Vozi previše brzo. Treba mi brz odgovor.;Этот поезд быстрый. Он едет слишком быстро. Мне нужен быстрый ответ.;This train is fast. He drives too fast. I need a fast answer.
474;transport;1;Karta;Карта;assets/images/words/karta.png;assets/sounds/words/karta.wav;Билет;Ticket;Kupio sam kartu danas. Nemam kartu kod sebe. Karta košta pet evra.;Я купил билет сегодня. У меня нет с собой билета. Билет стоит пять евро.;I bought a ticket today. I don't have my ticket with me. The ticket costs five euros.
475;transport;1;Kretati;Кретати;assets/images/words/kretati.png;assets/sounds/words/kretati.wav;Двигаться;To move / to depart;Voz počinje da kreće. Kolona se sporo kreće. Vreme je da krenemo.;Поезд начинает движение. Колонна движется медленно. Пора отправляться.;The train starts moving. The line is moving slowly. It's time to get going.
476;transport;1;Metro;Метро;assets/images/words/metro.png;assets/sounds/words/metro.wav;Метро;Subway / metro;Idem metroom do posla. Metro je brz, jeftin. Stanica metroa je blizu.;Я езжу на метро на работу. Метро быстрое, дешёвое. Станция метро рядом.;I take the subway to work. The subway is fast, cheap. The metro station is close.
477;transport;1;Parking;Паркинг;assets/images/words/parking.png;assets/sounds/words/parking.wav;Парковка;Parking lot;Parking je pun. Nema mesta na parkingu. Parking je besplatan nedeljom.;Парковка заполнена. На парковке нет мест. По воскресеньям парковка бесплатна.;The parking lot is full. There's no space in the parking lot. Parking is free on Sundays.
478;transport;1;Parkirati;Паркирати;assets/images/words/parkirati.png;assets/sounds/words/parkirati.wav;Парковать;To park;Gde mogu parkirati auto? Zabranjeno je parkirati ovde. Parkirao sam pored zgrade.;Где припарковать машину? Здесь запрещено парковаться. Я припарковался рядом со зданием.;Where can I park? Parking is forbidden here. I parked next to the building.
479;transport;1;Peron;Перон;assets/images/words/peron.png;assets/sounds/words/peron.wav;Перрон;Platform;Voz stiže na peron. Čekam na peronu. Peron je pun putnika.;Поезд прибывает на перрон. Я жду на перроне. Перрон полон пассажиров.;The train arrives at the platform. I'm waiting on the platform. The platform is full of passengers.
480;transport;1;Pravac;Правац;assets/images/words/pravac.png;assets/sounds/words/pravac.wav;Направление;Direction;Idemo u pogrešnom pravcu. Koji pravac vodi centru? Promenili smo pravac.;Мы едем в неправильном направлении. Какое направление к центру? Мы сменили направление.;We're going in the wrong direction. Which direction leads downtown? We changed direction.
481;transport;1;Presedanje;Преседање;assets/images/words/presedanje.png;assets/sounds/words/presedanje.wav;Пересадка;Transfer / connection;Imam presedanje u Beogradu. Presedanje traje sat vremena. Nemamo vremena za presedanje.;У меня пересадка в Белграде. Пересадка длится час. У нас нет времени на пересадку.;I have a connection in Belgrade. The transfer takes an hour. We don't have time for the transfer.
482;transport;1;Prtljag;Пртљаг;assets/images/words/prtljag.png;assets/sounds/words/prtljag.wav;Багаж;Luggage;Moj prtljag je izgubljen. Nosim težak prtljag. Prtljag je na traci.;Мой багаж потерян. Я несу тяжёлый багаж. Багаж на ленте.;My luggage is lost. I'm carrying heavy luggage. The luggage is on the belt.
483;transport;1;Put;Пут;assets/images/words/put.png;assets/sounds/words/put.wav;Дорога;Road / trip;Put je dug, naporan. Srećan ti put! Ovaj put vodi moru.;Дорога длинная, утомительная. Счастливого тебе пути! Эта дорога ведёт к морю.;The road is long, tiring. Have a great trip! This road leads to the sea.
484;transport;1;Putnik;Путник;assets/images/words/putnik.png;assets/sounds/words/putnik.wav;Пассажир;Passenger;Autobus prevozi pedeset putnika. Putnik je zaboravio torbu. Svi putnici su ušli.;Автобус перевозит пятьдесят пассажиров. Пассажир забыл сумку. Все пассажиры сели.;The bus carries fifty passengers. The passenger forgot his bag. All the passengers got on.
485;transport;1;Putovati;Путовати;assets/images/words/putovati.png;assets/sounds/words/putovati.wav;Путешествовать;To travel;Volim da putujem avionom. Putujemo zajedno svako leto. Putovati sam je zanimljivo.;Я люблю путешествовать на самолёте. Мы путешествуем вместе каждое лето. Путешествовать одному интересно.;I love traveling by plane. We travel together every summer. Traveling alone is interesting.
